artists,track_count,avg_popularity,avg_duration,avg_danceability,avg_energy,avg_acousticness,explicit_track_ratio,earliest_release,latest_release
Henrique & Juliano,72,52.30555555555556,2.852371296296296,0.5972500000000001,0.7331944444444445,0.45704722222222227,0.0,2020-01-01,2020-01-01
The Chemical Brothers,72,29.319444444444443,5.699728703703704,0.6158055555555556,0.8561527777777778,0.03324315277777778,0.06944444444444445,2020-01-01,2020-01-01
ABBA,71,37.140845070422536,3.87726455399061,0.5817464788732395,0.5595211267605633,0.4751507042253521,0.0,2020-01-01,2020-01-01
Eikichi Yazawa,69,29.55072463768116,4.014936714975846,0.599159420289855,0.6959130434782609,0.16072879710144927,0.0,2020-01-01,2020-01-01
Chris Tomlin,68,44.220588235294116,4.402975735294118,0.45891176470588235,0.6412205882352942,0.14268208823529413,0.0,2020-01-01,2020-01-01
Koo Koo Kanga Roo,67,17.074626865671643,2.505481592039801,0.7756268656716417,0.7740447761194029,0.07655953731343285,0.0,2020-01-01,2020-01-01
XXXTENTACION,67,62.43283582089552,2.116977114427861,0.6789402985074626,0.4415208955223881,0.44726397313432836,0.746268656716418,2020-01-01,2020-01-01
Os Barões Da Pisadinha,65,41.53846153846154,2.567846923076923,0.7005230769230769,0.8542923076923077,0.42197584615384615,0.0,2020-01-01,2020-01-01
Carajo,65,26.661538461538463,3.99916641025641,0.4666,0.9419384615384615,0.00646125,0.03076923076923077,2020-01-01,2020-01-01
Yiruma,63,45.23809523809524,3.9083592592592593,0.3667666666666667,0.1542369841269841,0.9792698412698413,0.0,2020-01-01,2020-01-01
Nirvana,63,61.492063492063494,3.5450648148148147,0.4362857142857143,0.7462222222222222,0.141477703015873,0.015873015873015872,2020-01-01,2020-01-01
Ray Price,63,16.444444444444443,2.880103968253968,0.48804761904761906,0.35153968253968254,0.720047619047619,0.0,2020-01-01,2020-01-01
Timothy Infinite,62,17.887096774193548,2.475485752688172,0.7285967741935484,0.520258064516129,0.405861935483871,0.0,2020-01-01,2020-01-01
Keyakizaka46,61,24.295081967213115,4.3173549180327875,0.5602786885245902,0.8784754098360656,0.19933295081967212,0.0,2020-01-01,2020-01-01
Eason Chan,61,45.77049180327869,4.132004371584699,0.5052295081967213,0.4555770491803278,0.6088524590163934,0.0,2020-01-01,2020-01-01
Sorriso Maroto,60,47.3,3.6081030555555555,0.5703833333333334,0.7392666666666667,0.6430333333333333,0.0,2020-01-01,2020-01-01
Jim Brickman,59,16.915254237288135,3.632612429378531,0.3864406779661017,0.11858305084745763,0.9477627118644067,0.0,2020-01-01,2020-01-01
Rata Blanca,59,25.25423728813559,5.768226271186441,0.43145762711864405,0.7519491525423729,0.04437306118644068,0.0,2020-01-01,2020-01-01
Lorne Balfe,59,18.677966101694917,2.668825706214689,0.30303389830508476,0.42478474576271186,0.2772978983050847,0.0,2020-01-01,2020-01-01
Justnormal,59,18.508474576271187,2.4152824858757063,0.6674915254237288,0.4226949152542373,0.724406779661017,0.0,2020-01-01,2020-01-01
The Prodigy,59,33.3728813559322,5.071132485875706,0.5767627118644069,0.9243050847457627,0.010278610169491526,0.05084745762711865,2020-01-01,2020-01-01
Randy Newman,58,27.17241379310345,2.826021264367816,0.4540293103448276,0.28730844827586205,0.7234741379310345,0.0,2020-01-01,2020-01-01
Little Symphony,58,25.82758620689655,1.709412643678161,0.16177241379310345,0.1089538948275862,0.8594999999999999,0.0,2020-01-01,2020-01-01
Vadim Kozin,57,0.5789473684210527,2.722555263157895,0.48550877192982456,0.20358947368421051,0.9876842105263158,0.0,2020-01-01,2020-01-01
Kathleen Madigan,57,23.24561403508772,3.5889587719298244,0.5653157894736842,0.7906666666666666,0.8081754385964913,0.5087719298245614,2020-01-01,2020-01-01
Burna Boy,57,29.29824561403509,3.0079412280701754,0.7781052631578949,0.613701754385965,0.1958980701754386,0.14035087719298245,2020-01-01,2020-01-01
Justin Bieber,57,5.192982456140351,3.112245029239766,0.5968947368421054,0.6595964912280702,0.40075087719298247,0.0,2020-01-01,2020-01-01
Kato,56,47.30357142857143,1.6150699404761906,0.5527678571428571,0.26953392857142855,0.7443839285714285,0.0,2020-01-01,2020-01-01
Asspera,56,24.339285714285715,4.101348214285714,0.48253571428571435,0.9264107142857142,0.0007237214285714285,0.9107142857142857,2020-01-01,2020-01-01
Stam1na,56,24.642857142857142,4.103151488095238,0.41578035714285716,0.9275714285714286,0.005110462321428572,0.0,2020-01-01,2020-01-01
Inner City,56,12.410714285714286,4.684092261904762,0.6818392857142858,0.7666785714285714,0.04626067857142857,0.0,2020-01-01,2020-01-01
Mini Pop Kids,56,11.910714285714286,3.334753273809524,0.7056785714285715,0.6916071428571428,0.2030398214285714,0.0,2020-01-01,2020-01-01
Criolo,56,32.910714285714285,3.6528428571428573,0.7104107142857143,0.6702678571428571,0.37324196428571427,0.0,2020-01-01,2020-01-01
Bryan Adams,55,13.49090909090909,3.8981378787878787,0.553290909090909,0.6108181818181818,0.31567345454545453,0.0,2020-01-01,2020-01-01
Greensky Bluegrass,55,25.927272727272726,5.0968136363636365,0.49254545454545456,0.5821636363636363,0.46429090909090914,0.03636363636363636,2020-01-01,2020-01-01
Kidz Bop Kids,54,16.425925925925927,3.110919444444445,0.6433703703703704,0.8533148148148149,0.02913422222222222,0.0,2020-01-01,2020-01-01
Chuck Berry,54,12.11111111111111,2.678950925925926,0.6409444444444445,0.8413333333333334,0.8202407407407407,0.0,2020-01-01,2020-01-01
Robert Hood,54,9.981481481481481,6.028321604938271,0.7243518518518519,0.7693888888888888,0.09179865759259259,0.0,2020-01-01,2020-01-01
Matt Large,54,20.0,3.079182098765432,0.6643703703703703,0.5980740740740741,0.2321277037037037,0.0,2020-01-01,2020-01-01
Omar S,53,9.81132075471698,6.546018867924529,0.8026603773584905,0.6682830188679245,0.03745700754716981,0.0,2020-01-01,2020-01-01
Drexciya,53,11.830188679245284,4.121923270440251,0.7086037735849056,0.7499811320754718,0.03701293037735849,0.0,2020-01-01,2020-01-01
Dora The Explorer,53,19.71698113207547,1.3185251572327044,0.7423018867924528,0.6441698113207547,0.2890100754716981,0.0,2020-01-01,2020-01-01
Weezer,52,32.78846153846154,3.371810576923077,0.5200961538461539,0.754423076923077,0.04515998076923077,0.038461538461538464,2020-01-01,2020-01-01
Jorge Drexler,52,25.673076923076923,3.781638782051282,0.6612692307692308,0.4454615384615384,0.5683703846153846,0.0,2020-01-01,2020-01-01
Blake Rules;Netherfriends,52,11.173076923076923,2.2535948717948715,0.8542692307692307,0.4517115384615385,0.2320878846153846,0.0,2020-01-01,2020-01-01
Momoiro Clover Z,52,21.153846153846153,4.332853525641026,0.5470192307692308,0.9137692307692308,0.16792719230769232,0.0,2020-01-01,2020-01-01
BOØWY,51,31.470588235294116,3.7755977124183007,0.5338039215686274,0.9007254901960784,0.03601579607843137,0.0,2020-01-01,2020-01-01
Trazendo a Arca,50,30.66,6.356198666666667,0.46858,0.6253,0.29013120000000003,0.0,2020-01-01,2020-01-01
The Wiggles,50,34.82,2.152328333333333,0.5996,0.524294,0.469009,0.0,2020-01-01,2020-01-01
Zeca Pagodinho,50,39.18,3.596121666666667,0.60606,0.7148,0.53232,0.0,2020-01-01,2020-01-01
Los Caligaris,50,40.84,3.602662666666667,0.6127,0.8046800000000001,0.15017540000000001,0.0,2020-01-01,2020-01-01
Los Amigos Invisibles,49,25.3265306122449,4.043892176870749,0.6940408163265307,0.7878163265306123,0.13553514285714285,0.0,2020-01-01,2020-01-01
Prateek Kuhad,49,43.755102040816325,3.4491608843537414,0.5800612244897959,0.3755591836734694,0.6932504081632653,0.0,2020-01-01,2020-01-01
Tove Lo,49,50.142857142857146,3.36475,0.6588775510204081,0.6553061224489796,0.15317938775510204,0.32653061224489793,2020-01-01,2020-01-01
Jobii,49,25.20408163265306,2.3482901360544215,0.637734693877551,0.5184693877551021,0.4552573469387755,0.0,2020-01-01,2020-01-01
Adele,49,65.06122448979592,4.3661619047619045,0.5476734693877551,0.4683265306122449,0.48834795918367346,0.061224489795918366,2020-01-01,2020-01-01
Jack Harlow,49,6.591836734693878,2.717136394557823,0.8627346938775511,0.6062448979591837,0.025208571428571427,0.8979591836734694,2020-01-01,2020-01-01
Kemuel,49,30.428571428571427,5.224905442176871,0.4216326530612245,0.48659183673469386,0.49681714285714285,0.0,2020-01-01,2020-01-01
Enigma,49,45.44897959183673,4.501518707482994,0.4733673469387755,0.5038857142857143,0.31652979591836733,0.0,2020-01-01,2020-01-01
Billie Eilish,49,44.775510204081634,3.2820465986394556,0.7094693877551022,0.39308163265306123,0.5360244897959183,0.14285714285714285,2020-01-01,2020-01-01
Red Hot Chili Peppers,49,45.734693877551024,4.286911904761904,0.5338163265306123,0.7794897959183673,0.056898979591836735,0.08163265306122448,2020-01-01,2020-01-01
Boris Brejcha,48,44.770833333333336,7.914474305555555,0.8127291666666667,0.6067916666666667,0.005229539166666666,0.0,2020-01-01,2020-01-01
The Rolling Stones,48,43.416666666666664,4.5912371527777776,0.5675,0.7159375,0.38190089583333336,0.0,2020-01-01,2020-01-01
Paul Johnson,48,12.125,6.054355902777778,0.7993958333333334,0.7887083333333332,0.038342678750000005,0.0,2020-01-01,2020-01-01
Marilyn Manson,47,33.59574468085106,4.181281914893617,0.5063617021276595,0.8281063829787234,0.00515537744680851,0.5531914893617021,2020-01-01,2020-01-01
Matheus & Kauan,47,48.829787234042556,2.9860141843971633,0.5238510638297872,0.7787021276595746,0.3294042553191489,0.0,2020-01-01,2020-01-01
The Kiboomers,47,35.702127659574465,1.7935117021276596,0.7692553191489362,0.4657297872340425,0.6810212765957447,0.0,2020-01-01,2020-01-01
Weißes Rauschen HD,47,45.95744680851064,3.1227592198581564,0.09924893617021276,0.3513885872340426,0.805595744680851,0.0,2020-01-01,2020-01-01
Smyang Piano,47,39.12765957446808,3.7654826241134756,0.4442553191489361,0.1368727659574468,0.9698297872340426,0.0,2020-01-01,2020-01-01
Exaltasamba,47,42.702127659574465,3.9373056737588654,0.5513191489361702,0.6714042553191489,0.6077659574468085,0.0,2020-01-01,2020-01-01
Hermetica,46,29.82608695652174,3.5623518115942034,0.37071739130434783,0.8366739130434783,0.004117993695652174,0.0,2020-01-01,2020-01-01
Bullet For My Valentine,46,48.06521739130435,4.392014855072464,0.3653913043478261,0.9061521739130435,0.026129866739130436,0.34782608695652173,2020-01-01,2020-01-01
Bring Me The Horizon,46,60.43478260869565,4.034117391304348,0.4322826086956522,0.8713260869565218,0.03693471956521739,0.5434782608695652,2020-01-01,2020-01-01
AKB48,46,22.26086956521739,4.391882246376812,0.5060434782608695,0.933891304347826,0.1387086043478261,0.0,2020-01-01,2020-01-01
Sergei Lemeshev,45,0.5111111111111111,3.359167777777778,0.3499333333333333,0.23335111111111112,0.9659111111111112,0.022222222222222223,2020-01-01,2020-01-01
Julio Sosa,45,21.844444444444445,3.0548466666666667,0.4754,0.5358666666666667,0.9138000000000001,0.0,2020-01-01,2020-01-01
Five Finger Death Punch,45,56.28888888888889,3.9583670370370374,0.48035555555555554,0.9236,0.007963927999999999,0.7333333333333333,2020-01-01,2020-01-01
Feid,45,15.466666666666667,2.8234585185185184,0.7561777777777777,0.5990888888888889,0.12589555555555557,0.2222222222222222,2020-01-01,2020-01-01
Nikolay Kopylov,44,0.1590909090909091,3.1593590909090907,0.38386363636363635,0.3548409090909091,0.9685227272727274,0.0,2020-01-01,2020-01-01
Cameron's Bedtime Classics,44,18.931818181818183,2.3360568181818184,0.5730227272727273,0.1588365909090909,0.9452045454545455,0.0,2020-01-01,2020-01-01
Jack Hartmann,44,14.590909090909092,2.549149621212121,0.8482727272727272,0.7312272727272727,0.2684379090909091,0.0,2020-01-01,2020-01-01
Mr.Children,44,36.0,4.950843939393939,0.5469545454545455,0.7424772727272727,0.09813693181818182,0.0,2020-01-01,2020-01-01
Peggy Lee,44,0.022727272727272728,2.3601893939393936,0.43695454545454543,0.34602272727272726,0.7695909090909091,0.0,2020-01-01,2020-01-01
Planetshakers,44,41.54545454545455,4.802298484848484,0.4935227272727273,0.8328636363636364,0.042009086363636365,0.0,2020-01-01,2020-01-01
Toini & The Tomcats,44,27.295454545454547,2.9965806818181817,0.5255,0.8046590909090909,0.2149340909090909,0.0,2020-01-01,2020-01-01
The Strokes,43,61.2093023255814,3.793010465116279,0.5123023255813953,0.739906976744186,0.10865844023255815,0.046511627906976744,2020-01-01,2020-01-01
Mickie Krause,43,12.069767441860465,3.5270980620155044,0.6284883720930232,0.9544418604651163,0.057990302325581396,0.0,2020-01-01,2020-01-01
Rain Sounds,43,35.86046511627907,2.284948449612403,0.16730697674418604,0.581583511627907,0.18030468674418607,0.0,2020-01-01,2020-01-01
Cooltime Kids,43,9.44186046511628,2.6536573643410857,0.679813953488372,0.6330465116279069,0.32008902325581395,0.0,2020-01-01,2020-01-01
Pritam;Arijit Singh,43,59.0,4.534877906976744,0.5023953488372094,0.6305348837209303,0.5679302325581396,0.0,2020-01-01,2020-01-01
Bruno & Marrone,43,46.372093023255815,3.509536434108527,0.5898139534883722,0.6705116279069767,0.4613069767441861,0.0,2020-01-01,2020-01-01
Yanni,43,37.883720930232556,5.04209496124031,0.3465348837209302,0.3969488372093023,0.684846511627907,0.0,2020-01-01,2020-01-01
G.E.M.,42,52.45238095238095,3.9048892857142854,0.5407380952380952,0.5541428571428572,0.315072380952381,0.0,2020-01-01,2020-01-01
Miranda!,42,38.285714285714285,3.6583297619047617,0.7099047619047619,0.7481428571428571,0.15396904761904762,0.21428571428571427,2020-01-01,2020-01-01
Arijit Singh,42,60.214285714285715,4.5936900793650794,0.5195,0.5579047619047619,0.47474761904761903,0.0,2020-01-01,2020-01-01
Chronic Law,42,21.952380952380953,3.0159424603174605,0.6213809523809524,0.6385,0.4179214285714286,0.5714285714285714,2020-01-01,2020-01-01
New Model Army,42,22.547619047619047,4.026710317460318,0.48497619047619045,0.79,0.0781695761904762,0.0,2020-01-01,2020-01-01
Hans Zimmer,42,43.88095238095238,4.410388095238095,0.26571428571428574,0.23273333333333335,0.48260285714285717,0.0,2020-01-01,2020-01-01
Höhner,42,12.5,3.1675999999999997,0.6345714285714286,0.8764047619047618,0.08473880952380952,0.0,2020-01-01,2020-01-01
Los Prisioneros,42,27.80952380952381,4.601463888888889,0.6664047619047619,0.7127857142857144,0.0883454761904762,0.0,2020-01-01,2020-01-01
Mr. Fingers,42,14.523809523809524,5.5864,0.7248333333333333,0.643547619047619,0.08943861166666667,0.0,2020-01-01,2020-01-01
Lady Gaga,41,1.3658536585365855,4.137990243902439,0.715390243902439,0.8019999999999999,0.05105913902439024,0.2682926829268293,2020-01-01,2020-01-01
Ludovico Einaudi,41,56.24390243902439,4.80129593495935,0.3004390243902439,0.07372268292682926,0.9763902439024389,0.0,2020-01-01,2020-01-01
Rolf Zuckowski,41,30.29268292682927,2.877549593495935,0.6423170731707317,0.46655609756097555,0.6385853658536585,0.0,2020-01-01,2020-01-01
Jason Mraz,41,32.51219512195122,3.740177642276423,0.611780487804878,0.5533902439024391,0.38290975609756095,0.0,2020-01-01,2020-01-01
BLACKPINK,40,69.825,3.272232916666667,0.7001999999999999,0.693775,0.11264775,0.075,2020-01-01,2020-01-01
Lizzo,40,2.775,3.056720416666667,0.7703,0.731225,0.0952825,0.65,2020-01-01,2020-01-01
Maneva,40,45.025,3.4837829166666667,0.701125,0.53965,0.3577575,0.025,2020-01-01,2020-01-01
Sleeping At Last,40,53.375,3.9025908333333335,0.378525,0.23465249999999999,0.8676,0.0,2020-01-01,2020-01-01
Shinedown,40,34.725,3.8785075,0.43145,0.852625,0.02859449,0.05,2020-01-01,2020-01-01
Lamb of God,40,50.0,4.32782625,0.38895,0.980025,0.00042945500000000003,0.275,2020-01-01,2020-01-01
Ivan Rebroff,40,11.875,3.2581141666666666,0.313255,0.45155,0.79733,0.0,2020-01-01,2020-01-01
Cuco Sánchez,40,27.425,2.84935625,0.5200750000000001,0.16048500000000002,0.847725,0.0,2020-01-01,2020-01-01
Cri-Cri,40,35.375,2.779705,0.5576749999999999,0.281425,0.7966,0.0,2020-01-01,2020-01-01
"Группа ""Загадка""",40,1.275,3.331595,0.49885,0.23795000000000002,0.8779999999999999,0.0,2020-01-01,2020-01-01
Andrea Bocelli,39,26.615384615384617,3.96736452991453,0.3340435897435897,0.40425897435897434,0.817025641025641,0.0,2020-01-01,2020-01-01
Rob Zombie,39,22.58974358974359,3.623947863247863,0.5471794871794872,0.9033846153846153,0.023360040000000002,0.05128205128205128,2020-01-01,2020-01-01
Brings,39,14.179487179487179,4.038030341880342,0.6365384615384615,0.8805128205128206,0.07577769230769231,0.0,2020-01-01,2020-01-01
Bonobo,39,46.333333333333336,5.102078632478633,0.6477179487179487,0.6424102564102564,0.2751633333333333,0.0,2020-01-01,2020-01-01
Orbital,39,18.871794871794872,7.024524358974359,0.5830512820512821,0.7503589743589744,0.02269503230769231,0.0,2020-01-01,2020-01-01
Theo Parrish,39,9.435897435897436,8.46596923076923,0.7196923076923077,0.5984205128205128,0.09566892307692308,0.0,2020-01-01,2020-01-01
Pinkfong,39,32.07692307692308,1.6155811965811966,0.7513589743589744,0.7122820512820512,0.47496153846153844,0.0,2020-01-01,2020-01-01
Charlie Puth,39,43.53846153846154,2.9753615384615384,0.6766666666666666,0.6116153846153847,0.3200025641025641,0.07692307692307693,2020-01-01,2020-01-01
サザンオールスターズ,39,38.02564102564103,4.465179914529915,0.5418717948717948,0.7985641025641025,0.26659102564102566,0.0,2020-01-01,2020-01-01
ENHYPEN,39,62.58974358974359,2.9111311965811963,0.5958717948717949,0.7768717948717949,0.06786533333333333,0.0,2020-01-01,2020-01-01
Trampled by Turtles,39,28.333333333333332,3.553952564102564,0.47571794871794876,0.6055897435897436,0.38725358974358975,0.0,2020-01-01,2020-01-01
Sidhu Moose Wala,39,62.58974358974359,3.578797863247863,0.6676153846153846,0.7133076923076923,0.1934051282051282,0.02564102564102564,2020-01-01,2020-01-01
Surgeon,38,7.7105263157894735,5.803079385964912,0.6884473684210527,0.8597894736842104,0.10452345289473684,0.0,2020-01-01,2020-01-01
Plastilina Mosh,38,25.18421052631579,3.6353833333333334,0.6633684210526316,0.8308684210526316,0.14084347368421052,0.10526315789473684,2020-01-01,2020-01-01
White Noise for Babies,38,1.7105263157894737,3.0333719298245616,0.1734342105263158,0.32102389473684206,0.7180102631578947,0.0,2020-01-01,2020-01-01
Maelo Ruiz,38,32.3421052631579,4.939392105263158,0.660078947368421,0.721078947368421,0.4211157894736843,0.0,2020-01-01,2020-01-01
Alessia Cara,38,9.447368421052632,3.490003947368421,0.5315,0.5582368421052631,0.16005526315789476,0.0,2020-01-01,2020-01-01
Nusrat Fateh Ali Khan,38,39.78947368421053,13.174680701754385,0.4759473684210527,0.6602105263157895,0.4459105263157895,0.0,2020-01-01,2020-01-01
Ferrugem,38,44.973684210526315,3.6668815789473683,0.5681578947368421,0.7368947368421053,0.5674473684210526,0.0,2020-01-01,2020-01-01
Mägo de Oz,38,31.0,5.456757894736842,0.378921052631579,0.8280526315789474,0.12624457894736843,0.0,2020-01-01,2020-01-01
Malon,38,26.18421052631579,4.054082894736842,0.42186842105263156,0.9212631578947369,0.00016444763157894736,0.0,2020-01-01,2020-01-01
Hillsong Young & Free,37,42.351351351351354,4.560514414414414,0.48862162162162165,0.5726756756756757,0.24440867567567565,0.0,2020-01-01,2020-01-01
Blondie,37,37.78378378378378,4.092254054054054,0.5754054054054054,0.784054054054054,0.05310664864864865,0.0,2020-01-01,2020-01-01
NMB48,37,21.16216216216216,4.404737387387387,0.5028108108108108,0.9450540540540541,0.16103702702702705,0.0,2020-01-01,2020-01-01
Los Fabulosos Cadillacs,37,37.21621621621622,3.999897747747748,0.5717837837837838,0.8577837837837837,0.15296864864864865,0.0,2020-01-01,2020-01-01
Glenn Underground,37,9.891891891891891,7.503702252252252,0.7466486486486487,0.6208918918918919,0.043632189189189194,0.0,2020-01-01,2020-01-01
Katy Perry,37,6.864864864864865,3.1768396396396397,0.735054054054054,0.6661081081081082,0.1028305945945946,0.0,2020-01-01,2020-01-01
Alec Benjamin,37,33.270270270270274,2.8422972972972973,0.5662702702702703,0.581972972972973,0.6083513513513513,0.0,2020-01-01,2020-01-01
Charly García,37,36.0,4.019097297297297,0.6147837837837837,0.6012432432432433,0.31563883783783786,0.0,2020-01-01,2020-01-01
Phil Wickham,37,41.432432432432435,4.741133783783784,0.40967567567567564,0.5184594594594595,0.3106401351351351,0.0,2020-01-01,2020-01-01
Armin van Buuren,37,36.648648648648646,1.96104009009009,0.6002702702702702,0.8325135135135135,0.038879378378378376,0.0,2020-01-01,2020-01-01
arai tasuku,37,11.513513513513514,2.386711711711712,0.38816216216216215,0.45668810810810806,0.617251972972973,0.0,2020-01-01,2020-01-01
Hiroyuki Sawano,37,49.945945945945944,4.278287837837838,0.4143783783783784,0.5817297297297298,0.17575827027027027,0.0,2020-01-01,2020-01-01
George Winston,37,21.783783783783782,3.936052702702703,0.4495405405405405,0.1493572972972973,0.9703513513513513,0.0,2020-01-01,2020-01-01
Gerson Rufino,37,41.54054054054054,4.173062612612612,0.6267567567567568,0.6347837837837838,0.35528918918918917,0.0,2020-01-01,2020-01-01
Babasónicos,37,36.729729729729726,3.4894063063063063,0.5795945945945946,0.739054054054054,0.2308285702702703,0.0,2020-01-01,2020-01-01
