release_year,track_count,avg_popularity,avg_duration,avg_danceability,avg_energy,avg_acousticness,avg_valence,explicit_ratio
2020,89741,33.20233783889192,3.819030203028716,0.5621656734380049,0.6344578983586098,0.3282890004835025,0.46947738526426047,0.08584704872912047
